NightID,Interval,TimeFraction,TemperatureC,NoiseLevel,CallActivity
Night_033,57,0.7887,3.66,0.0,0
Night_033,58,0.8028,2.73,0.0,0
Night_033,59,0.8169,3.35,0.0,1
Night_033,60,0.831,3.36,0.059,0
Night_033,61,0.8451,2.6,0.051,0
Night_033,62,0.8592,2.5,0.076,0
Night_033,63,0.8732,2.48,0.068,1
Night_033,64,0.8873,2.77,0.174,0
Night_033,65,0.9014,2.34,0.182,0
Night_033,66,0.9155,2.51,0.198,0
Night_033,67,0.9296,2.66,0.234,0
Night_033,68,0.9437,2.41,0.213,1
Night_033,69,0.9577,2.51,0.211,0
Night_033,70,0.9718,2.38,0.307,1
Night_033,71,0.9859,2.06,0.348,0
Night_033,72,1.0,1.56,0.418,0
Night_034,1,0.0,9.47,0.621,0
Night_034,2,0.0141,9.14,0.654,0
Night_034,3,0.0282,9.29,0.698,0
Night_034,4,0.0423,9.59,0.715,0
Night_034,5,0.0563,9.49,0.806,0
Night_034,6,0.0704,9.51,0.829,0
Night_034,7,0.0845,8.95,0.939,0
Night_034,8,0.0986,9.19,0.942,0
Night_034,9,0.1127,9.34,0.948,0
Night_034,10,0.1268,8.9,1.0,0
Night_034,11,0.1408,8.92,0.962,0
Night_034,12,0.1549,8.73,0.802,0
Night_034,13,0.169,8.8,0.818,0
Night_034,14,0.1831,8.67,0.751,0
Night_034,15,0.1972,8.49,0.71,0
Night_034,16,0.2113,8.68,0.681,0
Night_034,17,0.2254,8.34,0.713,0
Night_034,18,0.2394,8.08,0.703,0
Night_034,19,0.2535,8.47,0.678,0
Night_034,20,0.2676,8.48,0.83,0
Night_034,21,0.2817,8.62,0.745,1
Night_034,22,0.2958,8.2,0.785,0
Night_034,23,0.3099,8.31,0.691,0
Night_034,24,0.3239,8.47,0.66,0
Night_034,25,0.338,8.12,0.557,0
Night_034,26,0.3521,7.9,0.59,0
Night_034,27,0.3662,8.31,0.682,0
Night_034,28,0.3803,8.08,0.536,0
Night_034,29,0.3944,7.81,0.574,0
Night_034,30,0.4085,7.87,0.566,0
Night_034,31,0.4225,7.91,0.5,0
Night_034,32,0.4366,7.54,0.421,0
Night_034,33,0.4507,7.86,0.429,0
Night_034,34,0.4648,7.28,0.463,0
Night_034,35,0.4789,7.4,0.438,0
Night_034,36,0.493,7.58,0.449,0
Night_034,37,0.507,7.59,0.506,0
Night_034,38,0.5211,7.31,0.436,0
Night_034,39,0.5352,7.22,0.449,0
Night_034,40,0.5493,7.09,0.416,0
Night_034,41,0.5634,6.99,0.421,0
Night_034,42,0.5775,7.27,0.349,0
Night_034,43,0.5915,7.49,0.399,0
Night_034,44,0.6056,7.21,0.353,0
Night_034,45,0.6197,7.27,0.396,0
Night_034,46,0.6338,7.06,0.433,0
Night_034,47,0.6479,6.83,0.419,0
Night_034,48,0.662,6.75,0.44,0
Night_034,49,0.6761,6.55,0.411,0
Night_034,50,0.6901,6.69,0.443,0
Night_034,51,0.7042,6.7,0.392,1
Night_034,52,0.7183,6.81,0.355,0
Night_034,53,0.7324,6.57,0.281,0
Night_034,54,0.7465,6.69,0.299,0
Night_034,55,0.7606,6.77,0.245,0
Night_034,56,0.7746,6.45,0.381,0
Night_034,57,0.7887,6.51,0.329,0
Night_034,58,0.8028,6.35,0.397,0
Night_034,59,0.8169,6.34,0.551,0
Night_034,60,0.831,6.31,0.56,0
Night_034,61,0.8451,6.31,0.555,0
Night_034,62,0.8592,6.53,0.539,0
Night_034,63,0.8732,5.86,0.514,0
Night_034,64,0.8873,6.27,0.401,0
Night_034,65,0.9014,6.27,0.378,0
Night_034,66,0.9155,6.25,0.371,0
Night_034,67,0.9296,6.41,0.312,0
Night_034,68,0.9437,6.5,0.371,0
Night_034,69,0.9577,6.07,0.421,0
Night_034,70,0.9718,5.83,0.51,0
Night_034,71,0.9859,6.01,0.64,0
Night_034,72,1.0,6.19,0.583,0
Night_035,1,0.0,7.77,0.137,0
Night_035,2,0.0141,7.81,0.108,0
Night_035,3,0.0282,7.4,0.109,0
Night_035,4,0.0423,7.42,0.229,0
Night_035,5,0.0563,7.39,0.127,0
Night_035,6,0.0704,7.19,0.062,0
Night_035,7,0.0845,6.79,0.114,0
Night_035,8,0.0986,6.98,0.117,0
Night_035,9,0.1127,7.14,0.165,0
Night_035,10,0.1268,6.85,0.233,0
Night_035,11,0.1408,6.54,0.18,0
Night_035,12,0.1549,7.04,0.12,0
Night_035,13,0.169,6.46,0.136,0
Night_035,14,0.1831,6.83,0.177,0
Night_035,15,0.1972,6.49,0.154,0
Night_035,16,0.2113,6.16,0.165,0
Night_035,17,0.2254,6.51,0.11,0
Night_035,18,0.2394,6.03,0.084,0
Night_035,19,0.2535,5.92,0.246,0
Night_035,20,0.2676,6.18,0.19,0
Night_035,21,0.2817,6.15,0.113,0
Night_035,22,0.2958,5.79,0.233,0
Night_035,23,0.3099,5.58,0.146,0
Night_035,24,0.3239,5.91,0.127,0
Night_035,25,0.338,5.73,0.205,0
Night_035,26,0.3521,5.65,0.218,0
Night_035,27,0.3662,5.7,0.183,0
Night_035,28,0.3803,5.73,0.169,0
Night_035,29,0.3944,5.54,0.158,1
Night_035,30,0.4085,5.22,0.076,0
Night_035,31,0.4225,5.37,0.097,0
Night_035,32,0.4366,5.6,0.022,0
Night_035,33,0.4507,4.98,0.129,0
Night_035,34,0.4648,5.19,0.157,0
Night_035,35,0.4789,4.67,0.15,0
Night_035,36,0.493,4.74,0.199,0
Night_035,37,0.507,4.99,0.145,0
Night_035,38,0.5211,4.4,0.073,0
Night_035,39,0.5352,4.79,0.038,0
Night_035,40,0.5493,4.62,0.069,0
Night_035,41,0.5634,4.29,0.154,0
Night_035,42,0.5775,4.45,0.19,0
Night_035,43,0.5915,4.16,0.144,0
Night_035,44,0.6056,4.3,0.217,0
Night_035,45,0.6197,4.05,0.209,0
Night_035,46,0.6338,4.4,0.313,0
Night_035,47,0.6479,3.78,0.356,0
Night_035,48,0.662,4.12,0.38,0
Night_035,49,0.6761,3.97,0.498,0
Night_035,50,0.6901,3.8,0.508,0
Night_035,51,0.7042,3.64,0.468,0
Night_035,52,0.7183,3.42,0.479,0
Night_035,53,0.7324,3.27,0.406,0
Night_035,54,0.7465,3.08,0.346,0
Night_035,55,0.7606,3.48,0.174,0
Night_035,56,0.7746,3.26,0.147,0
Night_035,57,0.7887,3.02,0.2,0
Night_035,58,0.8028,2.92,0.166,0
Night_035,59,0.8169,3.05,0.22,0
Night_035,60,0.831,2.97,0.172,0
Night_035,61,0.8451,3.19,0.178,0
Night_035,62,0.8592,2.98,0.102,0
Night_035,63,0.8732,2.93,0.085,0
Night_035,64,0.8873,2.59,0.175,0
Night_035,65,0.9014,2.74,0.122,0
Night_035,66,0.9155,2.59,0.121,0
Night_035,67,0.9296,2.78,0.098,0
Night_035,68,0.9437,2.72,0.07,0
Night_035,69,0.9577,3.01,0.147,0
Night_035,70,0.9718,2.8,0.196,0
Night_035,71,0.9859,2.73,0.159,0
Night_035,72,1.0,2.7,0.263,0
Night_036,1,0.0,11.76,0.248,0
Night_036,2,0.0141,11.69,0.18,0
Night_036,3,0.0282,11.83,0.261,0
Night_036,4,0.0423,11.65,0.248,1
Night_036,5,0.0563,11.77,0.279,1
Night_036,6,0.0704,11.53,0.229,2
Night_036,7,0.0845,11.49,0.235,5
Night_036,8,0.0986,11.21,0.251,1
Night_036,9,0.1127,11.17,0.261,2
Night_036,10,0.1268,11.45,0.217,3
Night_036,11,0.1408,10.98,0.195,2
Night_036,12,0.1549,11.08,0.181,1
Night_036,13,0.169,10.83,0.19,5
Night_036,14,0.1831,10.42,0.238,2
Night_036,15,0.1972,10.61,0.214,2
Night_036,16,0.2113,10.86,0.259,2
Night_036,17,0.2254,10.77,0.369,1
Night_036,18,0.2394,10.64,0.329,0
Night_036,19,0.2535,10.8,0.299,0
Night_036,20,0.2676,10.92,0.18,2
Night_036,21,0.2817,10.51,0.22,2
Night_036,22,0.2958,10.68,0.257,5
Night_036,23,0.3099,10.05,0.189,0
Night_036,24,0.3239,10.36,0.134,2
Night_036,25,0.338,10.14,0.182,0
Night_036,26,0.3521,9.98,0.249,0
Night_036,27,0.3662,10.04,0.25,1
Night_036,28,0.3803,10.01,0.188,3
Night_036,29,0.3944,9.84,0.166,0
Night_036,30,0.4085,9.88,0.235,0
Night_036,31,0.4225,9.71,0.261,0
Night_036,32,0.4366,9.94,0.258,0
Night_036,33,0.4507,9.35,0.202,0
Night_036,34,0.4648,9.7,0.251,2
Night_036,35,0.4789,9.25,0.174,1
Night_036,36,0.493,9.17,0.146,0
Night_036,37,0.507,9.48,0.16,0
Night_036,38,0.5211,9.4,0.257,0
Night_036,39,0.5352,9.04,0.244,0
Night_036,40,0.5493,8.79,0.277,0
Night_036,41,0.5634,9.16,0.118,0
Night_036,42,0.5775,9.11,0.11,3
Night_036,43,0.5915,9.11,0.063,3
Night_036,44,0.6056,8.73,0.075,3
Night_036,45,0.6197,8.64,0.039,0
Night_036,46,0.6338,9.04,0.0,2
Night_036,47,0.6479,8.53,0.034,0
Night_036,48,0.662,8.71,0.158,0
Night_036,49,0.6761,8.84,0.112,2
Night_036,50,0.6901,8.61,0.121,1
Night_036,51,0.7042,8.36,0.145,2
Night_036,52,0.7183,8.08,0.168,0
Night_036,53,0.7324,8.34,0.241,2
Night_036,54,0.7465,8.32,0.338,2
Night_036,55,0.7606,8.04,0.26,2
Night_036,56,0.7746,8.28,0.173,0
Night_036,57,0.7887,7.82,0.212,1
Night_036,58,0.8028,8.2,0.205,2
Night_036,59,0.8169,7.54,0.294,2
Night_036,60,0.831,7.76,0.206,2
Night_036,61,0.8451,8.02,0.267,2
Night_036,62,0.8592,7.74,0.228,3
Night_036,63,0.8732,7.7,0.303,2
Night_036,64,0.8873,7.67,0.258,1
Night_036,65,0.9014,7.78,0.374,1
Night_036,66,0.9155,7.99,0.399,2
Night_036,67,0.9296,7.8,0.326,2
Night_036,68,0.9437,8.22,0.328,0
Night_036,69,0.9577,8.17,0.303,2
Night_036,70,0.9718,7.66,0.3,0
Night_036,71,0.9859,7.86,0.303,0
Night_036,72,1.0,7.79,0.284,0
Night_037,1,0.0,8.66,0.202,0
Night_037,2,0.0141,8.53,0.282,0
Night_037,3,0.0282,8.57,0.218,0
Night_037,4,0.0423,8.8,0.223,0
Night_037,5,0.0563,8.47,0.16,1
Night_037,6,0.0704,8.04,0.218,0
Night_037,7,0.0845,8.18,0.302,0
Night_037,8,0.0986,7.97,0.183,2
Night_037,9,0.1127,7.89,0.17,0
Night_037,10,0.1268,8.15,0.141,0
Night_037,11,0.1408,7.79,0.268,1
Night_037,12,0.1549,7.74,0.271,0
Night_037,13,0.169,7.9,0.231,1
Night_037,14,0.1831,8.13,0.251,1
Night_037,15,0.1972,7.59,0.311,0
Night_037,16,0.2113,7.52,0.348,1
Night_037,17,0.2254,7.93,0.33,1
Night_037,18,0.2394,7.4,0.265,0
Night_037,19,0.2535,7.26,0.186,2
Night_037,20,0.2676,7.36,0.193,0
Night_037,21,0.2817,7.46,0.249,0
Night_037,22,0.2958,7.17,0.254,0
Night_037,23,0.3099,7.23,0.199,0
Night_037,24,0.3239,7.27,0.165,1
Night_037,25,0.338,7.22,0.212,1
Night_037,26,0.3521,6.75,0.266,0
Night_037,27,0.3662,6.53,0.313,0
Night_037,28,0.3803,7.18,0.238,0
Night_037,29,0.3944,6.4,0.198,1
Night_037,30,0.4085,6.66,0.103,1
Night_037,31,0.4225,6.89,0.153,1
Night_037,32,0.4366,6.33,0.135,1
Night_037,33,0.4507,6.45,0.235,1
Night_037,34,0.4648,6.16,0.168,0
Night_037,35,0.4789,6.6,0.113,0
Night_037,36,0.493,6.5,0.09,1
Night_037,37,0.507,6.4,0.234,0
Night_037,38,0.5211,6.0,0.234,0
Night_037,39,0.5352,5.97,0.227,1
Night_037,40,0.5493,6.25,0.158,0
Night_037,41,0.5634,6.14,0.168,0
Night_037,42,0.5775,5.91,0.14,0
Night_037,43,0.5915,6.18,0.156,0
Night_037,44,0.6056,5.54,0.131,1
Night_037,45,0.6197,5.71,0.218,0
Night_037,46,0.6338,5.69,0.148,0
Night_037,47,0.6479,5.69,0.267,0
Night_037,48,0.662,5.71,0.337,1
Night_037,49,0.6761,5.49,0.286,1
Night_037,50,0.6901,5.67,0.256,1
Night_037,51,0.7042,5.55,0.226,1
Night_037,52,0.7183,5.4,0.187,1
Night_037,53,0.7324,4.97,0.168,2
Night_037,54,0.7465,5.33,0.25,0
Night_037,55,0.7606,5.15,0.35,0
Night_037,56,0.7746,4.98,0.306,1
Night_037,57,0.7887,4.94,0.298,1
Night_037,58,0.8028,4.78,0.244,0
Night_037,59,0.8169,4.85,0.24,0
Night_037,60,0.831,4.79,0.249,0
Night_037,61,0.8451,4.81,0.19,0
Night_037,62,0.8592,5.29,0.195,0
Night_037,63,0.8732,4.84,0.234,0
Night_037,64,0.8873,4.69,0.148,1
Night_037,65,0.9014,5.14,0.19,4
Night_037,66,0.9155,4.95,0.132,2
Night_037,67,0.9296,5.03,0.134,1
Night_037,68,0.9437,5.33,0.184,1
Night_037,69,0.9577,5.41,0.216,0
Night_037,70,0.9718,5.29,0.151,0
Night_037,71,0.9859,4.94,0.254,0
Night_037,72,1.0,5.17,0.218,0
Night_038,1,0.0,9.51,0.204,0
Night_038,2,0.0141,9.09,0.242,0
Night_038,3,0.0282,9.42,0.248,0
Night_038,4,0.0423,9.17,0.231,0
Night_038,5,0.0563,8.84,0.327,0
Night_038,6,0.0704,9.15,0.401,0
Night_038,7,0.0845,8.75,0.442,0
Night_038,8,0.0986,9.01,0.249,0
Night_038,9,0.1127,8.6,0.233,1
Night_038,10,0.1268,8.53,0.227,1
Night_038,11,0.1408,8.34,0.201,1
Night_038,12,0.1549,8.42,0.167,1
Night_038,13,0.169,8.17,0.127,0
Night_038,14,0.1831,7.84,0.146,0
Night_038,15,0.1972,8.17,0.313,1
Night_038,16,0.2113,7.86,0.355,0
Night_038,17,0.2254,7.86,0.421,1
Night_038,18,0.2394,7.82,0.46,0
Night_038,19,0.2535,7.54,0.439,0
Night_038,20,0.2676,7.14,0.402,0
Night_038,21,0.2817,7.46,0.39,0
Night_038,22,0.2958,7.36,0.444,0
Night_038,23,0.3099,7.35,0.501,0
Night_038,24,0.3239,7.15,0.497,0
Night_038,25,0.338,7.06,0.49,0
Night_038,26,0.3521,7.18,0.498,0
Night_038,27,0.3662,6.66,0.508,0
Night_038,28,0.3803,6.95,0.604,0
Night_038,29,0.3944,6.93,0.604,0
Night_038,30,0.4085,6.6,0.578,0
Night_038,31,0.4225,6.73,0.572,0
Night_038,32,0.4366,6.92,0.486,0
Night_038,33,0.4507,6.28,0.489,0
Night_038,34,0.4648,6.53,0.305,0
Night_038,35,0.4789,6.26,0.304,0
Night_038,36,0.493,6.11,0.293,0
Night_038,37,0.507,6.22,0.273,0
Night_038,38,0.5211,6.12,0.248,0
Night_038,39,0.5352,5.84,0.198,0
Night_038,40,0.5493,5.53,0.178,0
Night_038,41,0.5634,5.21,0.195,0
Night_038,42,0.5775,5.62,0.151,0
Night_038,43,0.5915,5.7,0.108,0
Night_038,44,0.6056,5.23,0.054,0
Night_038,45,0.6197,5.35,0.181,0
Night_038,46,0.6338,5.23,0.221,0
Night_038,47,0.6479,5.06,0.294,0
Night_038,48,0.662,5.2,0.276,0
Night_038,49,0.6761,5.06,0.282,0
Night_038,50,0.6901,4.53,0.247,0
Night_038,51,0.7042,5.07,0.206,0
Night_038,52,0.7183,4.68,0.204,0
Night_038,53,0.7324,4.67,0.305,0
Night_038,54,0.7465,4.43,0.381,0
Night_038,55,0.7606,4.25,0.297,1
Night_038,56,0.7746,4.34,0.385,0
Night_038,57,0.7887,4.25,0.395,0
Night_038,58,0.8028,4.07,0.367,0
Night_038,59,0.8169,4.09,0.334,0
Night_038,60,0.831,4.02,0.336,0
Night_038,61,0.8451,4.04,0.257,0
Night_038,62,0.8592,4.15,0.243,0
Night_038,63,0.8732,3.8,0.164,0
Night_038,64,0.8873,3.52,0.15,0
Night_038,65,0.9014,3.38,0.138,0
Night_038,66,0.9155,3.38,0.317,1
Night_038,67,0.9296,3.26,0.307,0
Night_038,68,0.9437,3.48,0.444,1
Night_038,69,0.9577,3.39,0.468,0
Night_038,70,0.9718,3.42,0.43,0
Night_038,71,0.9859,3.57,0.409,0
Night_038,72,1.0,3.13,0.345,0
Night_039,1,0.0,9.06,0.224,0
Night_039,2,0.0141,9.28,0.192,0
Night_039,3,0.0282,8.98,0.253,0
Night_039,4,0.0423,8.64,0.23,0
Night_039,5,0.0563,8.97,0.217,0
Night_039,6,0.0704,8.43,0.318,0
Night_039,7,0.0845,8.61,0.336,0
Night_039,8,0.0986,8.4,0.395,0
Night_039,9,0.1127,7.99,0.393,0
Night_039,10,0.1268,8.55,0.37,0
Night_039,11,0.1408,8.25,0.361,0
Night_039,12,0.1549,7.95,0.348,0
Night_039,13,0.169,7.91,0.284,0
Night_039,14,0.1831,7.78,0.186,0
Night_039,15,0.1972,8.09,0.179,0
Night_039,16,0.2113,8.15,0.199,0
Night_039,17,0.2254,7.32,0.212,0
Night_039,18,0.2394,7.39,0.14,0
Night_039,19,0.2535,7.52,0.11,0
Night_039,20,0.2676,7.45,0.127,0
Night_039,21,0.2817,7.32,0.054,0
Night_039,22,0.2958,7.21,0.139,0
Night_039,23,0.3099,7.17,0.08,0
Night_039,24,0.3239,7.21,0.052,0
Night_039,25,0.338,6.51,0.044,0
Night_039,26,0.3521,6.77,0.107,0
Night_039,27,0.3662,6.81,0.17,0
Night_039,28,0.3803,6.54,0.173,0
Night_039,29,0.3944,6.51,0.204,0
Night_039,30,0.4085,6.41,0.216,0
Night_039,31,0.4225,6.46,0.228,0
Night_039,32,0.4366,6.26,0.248,0
Night_039,33,0.4507,6.09,0.244,0
Night_039,34,0.4648,6.09,0.253,0
Night_039,35,0.4789,6.11,0.267,0
Night_039,36,0.493,5.86,0.32,0
Night_039,37,0.507,5.61,0.312,0
Night_039,38,0.5211,5.75,0.256,0
Night_039,39,0.5352,5.45,0.232,0
Night_039,40,0.5493,5.66,0.217,0
Night_039,41,0.5634,5.34,0.245,0
Night_039,42,0.5775,5.38,0.242,0
Night_039,43,0.5915,5.15,0.239,0
Night_039,44,0.6056,5.24,0.295,1
Night_039,45,0.6197,5.29,0.286,0
Night_039,46,0.6338,5.0,0.165,0
Night_039,47,0.6479,4.82,0.134,0
Night_039,48,0.662,4.61,0.145,0
Night_039,49,0.6761,4.73,0.167,0
Night_039,50,0.6901,4.85,0.134,0
Night_039,51,0.7042,4.56,0.073,0
Night_039,52,0.7183,4.43,0.156,0
Night_039,53,0.7324,4.4,0.152,0
Night_039,54,0.7465,4.23,0.371,0
Night_039,55,0.7606,4.5,0.32,0
Night_039,56,0.7746,4.57,0.288,0
Night_039,57,0.7887,4.24,0.288,0
Night_039,58,0.8028,4.32,0.252,0
Night_039,59,0.8169,4.1,0.229,0
Night_039,60,0.831,4.01,0.176,0
Night_039,61,0.8451,3.53,0.235,0
Night_039,62,0.8592,3.46,0.209,0
Night_039,63,0.8732,3.82,0.246,0
Night_039,64,0.8873,3.41,0.304,0
Night_039,65,0.9014,3.26,0.262,0
Night_039,66,0.9155,3.32,0.347,0
Night_039,67,0.9296,3.12,0.34,0
Night_039,68,0.9437,2.87,0.332,0
Night_039,69,0.9577,2.79,0.338,0
Night_039,70,0.9718,3.2,0.279,0
Night_039,71,0.9859,2.97,0.323,0
Night_039,72,1.0,2.85,0.341,0
Night_040,1,0.0,9.87,0.007,0
Night_040,2,0.0141,9.73,0.0,0
Night_040,3,0.0282,9.25,0.0,0
Night_040,4,0.0423,9.79,0.033,1
Night_040,5,0.0563,9.21,0.013,0
Night_040,6,0.0704,9.43,0.011,0
Night_040,7,0.0845,9.39,0.0,0
Night_040,8,0.0986,9.16,0.025,0
Night_040,9,0.1127,9.23,0.0,1
Night_040,10,0.1268,9.13,0.034,1
Night_040,11,0.1408,9.04,0.042,1
Night_040,12,0.1549,9.13,0.065,0
Night_040,13,0.169,8.93,0.134,0
Night_040,14,0.1831,8.72,0.114,0
Night_040,15,0.1972,8.85,0.038,0
Night_040,16,0.2113,8.03,0.015,3
Night_040,17,0.2254,8.71,0.028,0
Night_040,18,0.2394,8.4,0.0,0
Night_040,19,0.2535,8.16,0.0,0
Night_040,20,0.2676,8.31,0.041,1
Night_040,21,0.2817,8.02,0.01,0
Night_040,22,0.2958,8.26,0.03,0
Night_040,23,0.3099,7.8,0.066,0
Night_040,24,0.3239,8.24,0.0,0
Night_040,25,0.338,7.44,0.006,0
Night_040,26,0.3521,7.68,0.003,0
Night_040,27,0.3662,8.03,0.033,0
Night_040,28,0.3803,7.72,0.036,0
Night_040,29,0.3944,7.52,0.086,0
Night_040,30,0.4085,7.56,0.073,0
Night_040,31,0.4225,7.18,0.106,0
Night_040,32,0.4366,7.22,0.146,0
Night_040,33,0.4507,7.1,0.202,0
Night_040,34,0.4648,7.11,0.162,0
Night_040,35,0.4789,7.17,0.16,0
Night_040,36,0.493,6.95,0.067,0
Night_040,37,0.507,6.99,0.121,0
Night_040,38,0.5211,6.51,0.003,0
Night_040,39,0.5352,6.2,0.001,0
Night_040,40,0.5493,6.43,0.003,0
Night_040,41,0.5634,6.6,0.038,0
Night_040,42,0.5775,6.45,0.074,0
Night_040,43,0.5915,6.4,0.071,0
Night_040,44,0.6056,6.42,0.138,0
Night_040,45,0.6197,6.22,0.144,0
Night_040,46,0.6338,6.2,0.092,0
Night_040,47,0.6479,6.12,0.176,0
Night_040,48,0.662,6.03,0.228,0
Night_040,49,0.6761,5.46,0.254,1
Night_040,50,0.6901,5.44,0.315,0
Night_040,51,0.7042,6.01,0.437,0
Night_040,52,0.7183,5.76,0.557,0
Night_040,53,0.7324,5.61,0.512,0
Night_040,54,0.7465,5.49,0.485,0
Night_040,55,0.7606,5.55,0.427,0
Night_040,56,0.7746,5.44,0.323,0
Night_040,57,0.7887,4.9,0.204,1
Night_040,58,0.8028,4.9,0.159,0
Night_040,59,0.8169,4.96,0.171,1
Night_040,60,0.831,4.9,0.117,1
Night_040,61,0.8451,4.77,0.143,0
Night_040,62,0.8592,4.59,0.085,0
Night_040,63,0.8732,4.53,0.053,1
Night_040,64,0.8873,5.02,0.052,1
Night_040,65,0.9014,4.53,0.07,1
Night_040,66,0.9155,4.57,0.081,0
Night_040,67,0.9296,4.46,0.133,0
Night_040,68,0.9437,4.64,0.097,0
Night_040,69,0.9577,4.34,0.185,0
Night_040,70,0.9718,4.26,0.331,0
Night_040,71,0.9859,4.2,0.207,0
Night_040,72,1.0,4.34,0.23,0
Night_041,1,0.0,8.98,0.23,1
Night_041,2,0.0141,9.31,0.202,2
Night_041,3,0.0282,9.0,0.24,0
Night_041,4,0.0423,8.66,0.233,1
Night_041,5,0.0563,9.21,0.244,2
Night_041,6,0.0704,8.72,0.214,1
Night_041,7,0.0845,8.86,0.172,4
Night_041,8,0.0986,8.28,0.107,4
Night_041,9,0.1127,8.14,0.054,2
Night_041,10,0.1268,8.23,0.084,2
Night_041,11,0.1408,7.88,0.073,3
Night_041,12,0.1549,8.22,0.064,1
Night_041,13,0.169,8.16,0.057,4
Night_041,14,0.1831,8.06,0.097,4
Night_041,15,0.1972,7.79,0.117,2
Night_041,16,0.2113,7.43,0.138,3
Night_041,17,0.2254,7.61,0.115,1
Night_041,18,0.2394,7.64,0.158,0
Night_041,19,0.2535,7.32,0.277,0
Night_041,20,0.2676,7.4,0.336,0
Night_041,21,0.2817,7.19,0.261,2
Night_041,22,0.2958,7.09,0.346,0
Night_041,23,0.3099,7.1,0.308,2
Night_041,24,0.3239,7.12,0.304,1
Night_041,25,0.338,6.66,0.387,3
Night_041,26,0.3521,6.78,0.341,0
Night_041,27,0.3662,6.46,0.346,0
Night_041,28,0.3803,6.73,0.319,1
Night_041,29,0.3944,6.9,0.226,0
Night_041,30,0.4085,6.42,0.238,0
Night_041,31,0.4225,6.44,0.225,0
Night_041,32,0.4366,6.55,0.224,1
Night_041,33,0.4507,6.4,0.183,0
Night_041,34,0.4648,6.15,0.252,0
Night_041,35,0.4789,6.23,0.338,1
Night_041,36,0.493,6.05,0.259,0
Night_041,37,0.507,6.22,0.206,0
Night_041,38,0.5211,5.86,0.22,0
Night_041,39,0.5352,6.14,0.118,2
Night_041,40,0.5493,5.81,0.084,1
Night_041,41,0.5634,5.53,0.148,0
Night_041,42,0.5775,5.47,0.124,0
Night_041,43,0.5915,5.77,0.158,0
Night_041,44,0.6056,5.4,0.151,1
Night_041,45,0.6197,5.44,0.094,1
Night_041,46,0.6338,5.12,0.042,1
Night_041,47,0.6479,5.09,0.123,0
Night_041,48,0.662,4.99,0.069,0
Night_041,49,0.6761,5.1,0.239,0
Night_041,50,0.6901,4.35,0.223,0
Night_041,51,0.7042,4.43,0.129,0
Night_041,52,0.7183,4.37,0.138,0
Night_041,53,0.7324,4.03,0.116,1
Night_041,54,0.7465,4.34,0.175,0
Night_041,55,0.7606,4.09,0.216,2
Night_041,56,0.7746,4.04,0.179,0
Night_041,57,0.7887,3.49,0.179,2
Night_041,58,0.8028,4.28,0.191,0
Night_041,59,0.8169,3.97,0.263,1
Night_041,60,0.831,3.72,0.345,3
Night_041,61,0.8451,4.12,0.288,1
Night_041,62,0.8592,3.24,0.101,0
Night_041,63,0.8732,3.25,0.005,2
Night_041,64,0.8873,3.74,0.05,1
Night_041,65,0.9014,3.28,0.09,1
Night_041,66,0.9155,3.33,0.08,1
Night_041,67,0.9296,3.19,0.166,0
Night_041,68,0.9437,3.21,0.139,0
Night_041,69,0.9577,3.13,0.102,0
Night_041,70,0.9718,3.0,0.145,0
Night_041,71,0.9859,3.15,0.282,0
Night_041,72,1.0,3.2,0.233,0
Night_042,1,0.0,9.47,0.302,0
Night_042,2,0.0141,9.28,0.305,0
Night_042,3,0.0282,9.21,0.306,0
Night_042,4,0.0423,9.31,0.27,0
Night_042,5,0.0563,9.32,0.313,0
Night_042,6,0.0704,9.09,0.319,2
Night_042,7,0.0845,8.77,0.275,2
Night_042,8,0.0986,9.22,0.326,1
Night_042,9,0.1127,8.84,0.336,1
Night_042,10,0.1268,8.55,0.388,0
Night_042,11,0.1408,8.81,0.316,0
Night_042,12,0.1549,8.92,0.339,0
Night_042,13,0.169,8.82,0.284,0
Night_042,14,0.1831,8.39,0.312,0
Night_042,15,0.1972,8.51,0.306,0
Night_042,16,0.2113,8.49,0.192,0
Night_042,17,0.2254,8.09,0.127,0
Night_042,18,0.2394,8.49,0.15,0
Night_042,19,0.2535,8.32,0.232,0
Night_042,20,0.2676,8.3,0.139,0
Night_042,21,0.2817,8.27,0.171,0
Night_042,22,0.2958,8.02,0.286,0
Night_042,23,0.3099,7.89,0.295,0
Night_042,24,0.3239,8.02,0.348,0
Night_042,25,0.338,7.55,0.372,0
Night_042,26,0.3521,7.64,0.406,0
Night_042,27,0.3662,7.91,0.468,0
Night_042,28,0.3803,7.62,0.459,0
Night_042,29,0.3944,7.39,0.358,0
Night_042,30,0.4085,7.0,0.385,0
Night_042,31,0.4225,7.35,0.327,0
Night_042,32,0.4366,7.53,0.305,0
Night_042,33,0.4507,7.25,0.281,1
Night_042,34,0.4648,7.42,0.356,1
Night_042,35,0.4789,7.23,0.339,2
Night_042,36,0.493,7.24,0.472,0
Night_042,37,0.507,7.17,0.383,0
Night_042,38,0.5211,6.8,0.341,0
Night_042,39,0.5352,6.87,0.297,0
Night_042,40,0.5493,6.99,0.245,0
Night_042,41,0.5634,6.62,0.28,0
Night_042,42,0.5775,6.48,0.176,3
Night_042,43,0.5915,6.81,0.254,2
Night_042,44,0.6056,6.69,0.3,0
Night_042,45,0.6197,6.64,0.391,0
